Gss year for this respondent                       ,Respondent id number,Labor force status,Number of hours worked last week,Number of hours usually work a week,Ever work as long as one year,R self-emp or works for somebody,Rs census occupation code (1980),Rs industry code   (1980),Rs census occupation code (2010),Number of children,Age of respondent,Highest year of school completed,Rs highest degree,Respondents sex,Race of respondent,Was r born in this country,Number of persons in household,How many in family earned money,Total family income,Respondents income,Total family income,Respondents income,Health -- version y,General happiness,Condition of health,Is life exciting or dull,To work hard,Weeks r. worked last year,Was r's work part-time or full-time?,Satisfaction with financial situation,Opinion of family income,Ever unemployed in last ten yrs,Opinion of how people get ahead,Rs living standard compared to parents,Work arrangement at main job,Time at current job,Usual work schedule,Days per month r work extra hours,How often r works at home,Usual reason r work at home,R has job other than main,Job requires r to learn new things,Job requires r to work fast,R does numerous things on job,R has too much work to do well,R knows what's expected on job,Job allows r use of skills,R proud to work for employer,A lot of freedom to decide how to do job,The job security is good,How fair is what r earn on the job,Income alone is enough,Rs health in general,Days of poor physical health past 30 days,Days of poor mental health past 30 days,Days of activity limitation past 30 days,How often during past month r felt used up,R had back pain in the past 12 months,Trouble sleeping last 12 months,Job satisfaction in general,R work for whom,How often does r find work stressful,Internet access in r's home,The highest degree r have earned,R preference re: work hrs and money,Rs job is secure,Rs income is high,R has opportunity to advance,Rs job is interesting,R can work independently,R helps others in job,Rs job is useful to society,How often does work exhaust r,Which job would you prefer               ,I am proud of the type of work i do,Have you ever had a paid job for 1 year or+,Is r us citizen,Does r own or rent home?,Number in family of r,Respondent socioeconomic index,Year of birth,Ballot used for interview,Occupation code based on o*net,R's socioeconomic index (2010),Respondents income,Stress at work in past 2 wks,I see myself as successful,I am meeting my current goals,Use internet/apps more than occassionally,Use internet/apps from phone or tablet,Used internet/apps yesterday,Use twitter,Use facebook,Use instagrm,Use linkedin,Use snapchat,Use tumblr,Use whatsapp,Use googlesn,Use pinterst,Use flickr,Use vine,Use clssmtes,Minutes of internet use on weekdays,Hours of internet use on weekdays,Minutes of internet use on weekends,Hours of internet use on weekends,How are you paid,How many hrs/week do you usually work,Most hrs/week worked in past month,Fewest hrs/week worked in past month,How much time felt depressed in past wk,How much time sleep was restless in past wk,How much time felt happy in past wk,How much time felt lonely in past wk,How much time felt sad in past wk,Importance of flexible hrs. at work,Importance of personal contact at work,How often do you work from home,Do you work weekends,How are your working hours decided,What is your working schedule,I would change my work for something different,Did you work multiple jobs in past yr,How much earned from additional jobs in past yr,Job satisfaction,Type of structure in which the respondent lives
2016,2010,Working fulltime,48,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Crushing, grinding, polishing, mixing, and blending workers",0,29,16,Bachelor,Male,Other,No,1,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Too little,Pretty happy,Not applicable,Not applicable,2nd important,52,Full-time,Satisfied,Above average,Yes,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,More hrs & money,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Sometimes,A full time job,Agree,Not applicable,A u.s. citizen,Own or is buying,1st person,-1,1987,Ballot b,0,27.7,$60000 to 74999,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,0,3,0,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not important,Very important,Never,Often,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Agree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2015,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Financial managers,1,33,18,Graduate,Male,White,Yes,3,2,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Pretty happy,Fair,Routine,Not applicable,52,Full-time,Satisfied,Below average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Master's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,-1,1983,Ballot a,0,69.3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2016,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Registered nurses,0,30,15,Junior college,Male,White,Yes,2,2,Refused,$25000 or more,Not applicable,Not applicable,Too much,Very happy,Excellent,Exciting,Not applicable,52,Full-time,Satisfied,Above average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Associate's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,-1,1986,Ballot a,0,84.2,$75000 to $89999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderately satisfied,DETACHED SINGLE FAMILY HOUSE
2016,2018,Temp not working,Not applicable,20,Not applicable,Someone else,Not applicable,Not applicable,Elementary and middle school teachers,0,23,16,Bachelor,Female,White,Yes,4,3,$25000 or more,Not applicable,Not applicable,Not applicable,Too little,Very happy,Not applicable,Not applicable,Most important,20,Part-time,Satisfied,Average,No,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Often,Not applicable,Not applicable,More hrs & money,Agree,Disagree,Neither,Strongly agree,Agree,Strongly agree,Strongly agree,Always,A full time job,Strongly agree,Not applicable,Not applicable,Own or is buying,3rd person,-1,1993,Ballot b,0,80.9,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,0,5,0,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Neither important nor unimportant,Very important,Often,Often,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Disagree,"Yes, during some of that period",Less than from main job,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2025,"Unempl, laid off",Not applicable,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Construction laborers,0,24,14,High school,Male,White,Yes,1,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Routine,2nd important,47,Full-time,More or less,Average,Yes,Hard work,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No paid job,Not applicable,Yes,Not applicable,Not applicable,1st person,-1,1992,Ballot c,0,25.2,$40000 to 49999,Not applicable,Slightly true,Slightly false,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,0,1,0,1,Not applicable,Not applicable,Not applicable,Not applicable,None or almost none of the time,Some of the time,All or almost all of the time,None or almost none of the time,None or almost none of the time,Not important,Not important,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,2035,Working parttime,24,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Nursing, psychiatric, and home health aides",1,22,12,High school,Female,White,Yes,2,1,$10000 - 14999,$10000 - 14999,Not applicable,Not applicable,About right,Pretty happy,Good,Routine,Not applicable,46,Part-time,More or less,Below average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1994,Ballot a,0,24.2,$10000 to 12499,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderately satisfied,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,2038,Working fulltime,42,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Insurance claims and policy processing clerks,0,23,12,High school,Male,White,Yes,2,1,$7000 to 7999,Lt $1000,Not applicable,Not applicable,Too little,Not too happy,Fair,Routine,Not applicable,24,Full-time,Not at all sat,Below average,Not applicable,Luck or help,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1993,Ballot a,0,39.2,Under $1 000,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,A little dissatisfied,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,2039,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Registered nurses,1,33,16,Bachelor,Male,White,Yes,2,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Very happy,Excellent,Exciting,Not applicable,52,Full-time,Satisfied,Average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,-1,1983,Ballot a,0,84.2,$60000 to 74999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2045,Working parttime,36,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Inspectors, testers, sorters, samplers, and weighers",2,27,11,Lt high school,Female,Black,Yes,3,1,Don't know,Don't know,Not applicable,Not applicable,Too little,Pretty happy,Excellent,Dull,4th important,36,Part-time,More or less,Below average,Yes,Hard work,Somewhat worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,More hrs & money,Strongly disagree,Disagree,Neither,Agree,Agree,Agree,Strongly agree,Sometimes,Dont know,Agree,Not applicable,Not applicable,Not applicable,1st person,-1,1989,Ballot c,0,38.1,Don't know,Relatively little stress,Definitely true,Definitely false,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,No,Yes,No,No,No,No,0,1,0,3,By the hour,40,65,35,None or almost none of the time,Some of the time,All or almost all of the time,Some of the time,Some of the time,Neither important nor unimportant,Neither important nor unimportant,Never,Often,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Neither agree nor disagree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2047,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Inspectors, testers, sorters, samplers, and weighers",0,22,12,High school,Female,Black,Yes,1,1,$25000 or more,Not applicable,Not applicable,Not applicable,Too little,Pretty happy,Not applicable,Not applicable,2nd important,52,Full-time,Not at all sat,Average,No,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Hardly ever,Not applicable,Not applicable,More hrs & money,Strongly agree,Neither,Agree,Strongly agree,Strongly agree,Strongly agree,Neither,Often,A full time job,Agree,Not applicable,Not applicable,Pays rent,1st person,-1,1994,Ballot b,0,38.1,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Important,Important,Hardly ever,Sometimes,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Agree,No,Not applicable,Not applicable,"2-FAMILY HOUSE, 2 UNITS SIDE-BY-SIDE"
2016,2050,"Unempl, laid off",Not applicable,Not applicable,Not applicable,No answer,Not applicable,Not applicable,No answer,0,26,14,High school,Male,White,Yes,6,2,$25000 or more,Refused,Not applicable,Not applicable,Too little,Very happy,Good,Routine,Not applicable,0,Not applicable,More or less,Average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,3rd person,-1,1990,Ballot a,0,-1,Refused,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No Answer,DETACHED SINGLE FAMILY HOUSE
2016,2051,Working fulltime,50,Not applicable,Not applicable,Self-employed,Not applicable,Not applicable,"Paving, surfacing, and tamping equipment operators",3,35,11,High school,Male,White,Yes,2,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Too little,Pretty happy,Good,Exciting,Most important,28,Full-time,Not at all sat,Below average,Yes,Hard work,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,More hrs & money,Strongly agree,Neither,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Always,A full time job,Agree,Not applicable,Not applicable,Not applicable,1st person,-1,1981,Ballot c,0,22.9,$25000 to 29999,Relatively little stress,Mostly true,Somewhat true,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,By the hour,60,60,60,None or almost none of the time,Most of the time,All or almost all of the time,None or almost none of the time,None or almost none of the time,Important,Very important,Hardly ever,Always,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Agree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2055,Working fulltime,48,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Social and community service managers,2,34,12,High school,Male,White,Yes,3,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Not applicable,Not applicable,Most important,52,Full-time,More or less,Average,No,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,-1,1982,Ballot b,0,67.8,$50000 to 59999,Not applicable,Slightly true,Mostly true,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,15,0,15,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,2057,Working parttime,19,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Bookkeeping, accounting, and auditing clerks",1,26,5,Lt high school,Female,Black,Yes,2,1,$20000 - 24999,$7000 to 7999,Not applicable,Not applicable,Not applicable,Very happy,Not applicable,Not applicable,4th important,50,Part-time,More or less,Below average,Yes,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1990,Ballot b,0,38.3,$7 000 to 7 999,Not applicable,Somewhat false,Slightly true,Yes,Yes,"Yes, used internet yesterday",Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,0,5,0,8,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,2069,School,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,0,23,17,Bachelor,Male,White,No,1,1,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Very happy,Not applicable,Not applicable,3rd important,18,Part-time,Satisfied,Far above average,No,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not a u.s. citizen,Pays rent,1st person,-1,1993,Ballot b,0,-1,Not applicable,Not applicable,Mostly true,Mostly true,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,0,1,0,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,2070,School,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,0,22,15,High school,Male,White,Yes,2,2,$1000 to 2999,Not applicable,Not applicable,Not applicable,Not applicable,Pretty happy,Not applicable,Not applicable,2nd important,Don't know,Not applicable,More or less,Below average,Yes,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,2nd person,-1,1994,Ballot b,0,-1,Not applicable,Not applicable,Somewhat true,Mostly true,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,0,5,0,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,2071,School,Not applicable,Not applicable,Yes,Someone else,Not applicable,Not applicable,Computer programmers,0,28,16,Junior college,Male,White,Yes,2,1,$20000 - 24999,$20000 - 24999,Not applicable,Not applicable,Too little,Pretty happy,Not applicable,Not applicable,2nd important,35,Part-time,More or less,Below average,Yes,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,A part-time job,Not applicable,Yes,Not applicable,Pays rent,1st person,-1,1988,Ballot b,0,81,$20000 to 22499,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,0,5,0,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Neither important nor unimportant,Very important,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,2080,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Janitors and building cleaners,0,23,13,High school,Male,White,Yes,2,2,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Exciting,2nd important,52,Part-time,More or less,Average,Yes,Luck or help,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Hardly ever,Not applicable,Not applicable,More hrs & money,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Often,A full time job,Not agree/dsagre,Not applicable,Not applicable,Not applicable,1st person,-1,1993,Ballot c,0,20.7,Not applicable,Not applicable,Slightly true,Slightly true,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,Yes,No,No,No,No,No,No,No,0,1,0,1,By the hour,40,42,40,Some of the time,None or almost none of the time,Most of the time,Some of the time,None or almost none of the time,Neither important nor unimportant,Neither important nor unimportant,Never,Sometimes,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Strongly agree,"Yes, during some of that period",Much less than from main job,Not applicable,DETACHED SINGLE FAMILY HOUSE
