resp,comp,fproj,timezone,sfips,smsa,qcendiv,sstate,phtype,susr,qmarket,scregion,sdensity3,cregion,state,fips,density3,qlan,qs1,cintro,qs1a,ns1,cointro,qs2a,qs2b,ss2c,qs3,qs4,sex,q1,q2,q3,q4,q6,q7oe,q7.1,q7.2,q7.3,q7.4,q7.5,q7@,q7a,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,int1,int2,q9a,q9b,q9c,q9d,q9e,q9f,q10,q10a,q10b,q13,q14,q15,age,educ,schl,schl2,schl2@,rschl,rschl2,rschl2@,q17,q17@,q18a,q18b,q18c,q18d,q18e,q19,q20,q21,q22,q23a,q23b,q23c,l1,q24,q25,q25a,q26a,q26b,q26c,q26d,q26e,q26f,q26g,employ,employ2,employ2@,employ3,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41,q42,q43,q44a,q44b,q44c,q44d,q44dd,q44e,q44f,q44g,q44h,q44i,q45a,q45b,q46,q47,q48,marital,lwp2,lwp3,kidsa,fam1,fam2,fixhisp,hispx,hisp2,hisp3,racecmb,race1_1,race1_2,race1_3,race1_4,racethn,hh1,hh2,hh30,relig,relig@,chr,born,attend,income,finan,health,regist,regicert,party,partyln,ideo,birthh,mothrh,fathrh,home,home2,l1a,l2,l3,qc1,qc2,qc3,isex,ihisp1,irace1_1,irace1_2,irace1_3,irace1_4,ilang,fdate,fdow,phoneuse,adults,psadjust,puadjust,wt1,weight,q46x,agegroups
100099,1,4968c,2,29031,16020,4,,,,2,2,2,2,MO,29031,2,1,2,1,0,0,0,0,0,0,0,0,2,1,2,1,2,1,1,5,0,0,0,0,people are more kind,1,4,1,1,1,3,4,1,1,2,2,2,0,0,2,2,2,2,0,2,5,2,1,55,1,5,0,,1,1,,0,,2,2,2,1,2,0,0,0,0,2,1,2,0,2,0,0,0,0,0,2,2,1,9,3,5,<5:(VOL) Other reason (SPECIFY)>:disabled,0,0,0,0,2,2,1,0,0,0,1,3,2,2,2,2,2,0,2,1,1,0,2,2,2,2,0,0,2,5,2,0,2,4,1,1,2,2,0,1,1,0,0,0,1,8,4,0,1,,0,1,4,3,0,2,2,0,3,2,3,0,0,0,3,0,0,0,0,2,0,0,2,2,2,0,0,0,1,100114,5,4,4,1,1.47,1.47,1.825,0,64
100100,1,4968c,2,01003,00000,6,,,,3,3,1,3,AL,01003,1,1,2,1,0,0,0,0,0,0,0,0,1,2,1,1,2,1,9,0,0,0,0,0,,1,2,2,1,2,2,1,1,1,2,2,2,0,0,2,2,2,1,1,0,3,2,2,40,1,5,0,,1,7,<7:(VOL) Other (SPECIFY)>:all the way,0,,3,2,3,3,1,0,0,0,0,1,2,2,0,1,80,0,0,0,0,2,1,1,1,3,5,<5:(VOL) Other reason (SPECIFY)>:cant get no job,0,0,0,0,2,1,1,0,0,0,1,3,2,3,2,2,2,0,2,2,2,2,2,1,1,2,6,2,2,6,1,0,2,1,1,1,2,2,0,2,2,0,0,0,2,4,0,0,12,,0,0,4,1,0,9,2,0,1,0,2,0,0,0,3,0,0,0,0,2,0,0,1,1,1,0,0,0,1,100121,5,4,4,1,1.47,1.47,1.27,6,45
100101,1,4968c,2,22033,12940,7,,,,3,3,4,3,LA,22033,4,1,2,1,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,2,7,0,0,0,younger generation people are getting jobs and going to school,9,2,3,2,2,1,3,2,2,1,1,2,2,2,2,2,2,1,1,0,2,9,0,30,2,1,3,,0,0,,0,,1,1,1,1,3,2,0,2,2,4,4,2,0,1,30,0,2,2,2,2,2,1,1,1,0,,1,1,2,1,0,0,1,1,2,2,3,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,0,0,2,6,2,0,2,2,5,2,2,0,2,2,2,0,0,0,2,3,0,0,1,,0,2,3,2,2,2,1,1,3,9,3,0,0,0,1,0,0,0,0,1,0,1,1,2,1,0,0,0,1,100115,6,3,3,1,1.47,1.47,2.184,0,45
100103,1,4968c,2,19153,19780,4,,,,2,2,3,2,IA,19153,3,1,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,0,,1,4,4,4,2,2,4,2,2,1,1,2,2,2,2,2,2,1,1,0,2,1,0,51,3,5,0,,2,0,,0,,3,3,3,3,3,1,5,2,2,1,1,1,0,1,100,0,2,1,2,2,2,1,1,1,0,,2,1,1,0,0,0,3,2,4,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,0,0,2,2,0,0,1,1,1,1,1,1,0,1,1,0,0,0,3,3,0,0,1,,0,2,4,6,0,1,1,1,3,2,4,2,2,2,1,0,0,0,0,1,0,1,2,2,1,0,0,0,1,100117,1,3,3,1,1.47,1.47,1.454,0,64
100106,1,4968c,2,48201,26420,7,,,,3,3,4,3,TX,48201,4,1,2,1,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,27,0,0,0,0,"the changing of the times things were alot different now than when i was growing up, alot more pressure",2,4,2,2,2,2,4,2,2,1,1,1,1,1,2,1,1,2,0,2,2,1,0,60,6,5,0,,1,5,,0,,2,2,2,9,2,1,3,1,2,2,2,4,0,2,0,0,2,1,1,2,2,1,2,2,0,,2,3,2,1,0,0,1,1,1,4,2,3,2,1,1,2,1,2,2,1,1,0,1,2,2,2,0,0,2,1,1,3,2,1,1,2,2,0,2,1,1,0,0,0,1,2,0,0,1,,0,1,2,6,0,1,1,1,3,1,3,0,0,0,1,0,0,0,0,1,0,3,1,9,9,0,0,0,1,100114,5,2,2,1,1.47,1.47,0.781,0,64
100107,1,4968c,2,22101,00000,7,,,,3,3,1,3,LA,22101,1,1,2,1,0,0,0,0,0,0,0,0,1,3,2,2,3,1,1,44,0,0,0,0,we're from worer genertion,2,3,2,3,2,3,4,3,2,1,1,1,2,2,2,2,1,1,9,0,1,1,0,54,3,5,0,,2,0,,0,,2,2,3,2,9,2,0,2,2,2,1,2,0,2,0,0,2,2,1,1,2,1,2,3,2,,0,0,0,0,2,2,1,0,0,0,1,3,2,1,2,1,2,2,2,2,1,0,1,1,1,2,1,1,2,3,1,0,2,3,4,2,2,0,2,1,1,0,0,0,1,1,0,0,99,,9,0,9,10,0,1,1,1,3,1,3,0,0,0,2,0,0,0,0,1,2,0,1,2,1,0,0,0,1,100114,5,2,1,1,1.47,1.47,1.34,1,64
100108,1,4968c,2,55025,31540,3,,,,2,2,3,2,WI,55025,3,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,10,39,0,0,0,open minded minorities,1,3,1,3,1,2,4,2,2,1,1,2,1,2,1,2,1,1,1,0,1,1,0,21,5,3,4,,0,0,,0,,2,3,1,2,3,1,3,2,2,2,2,1,0,1,25,0,2,1,2,2,1,2,1,2,0,,2,2,2,1,0,0,1,1,4,3,3,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,3,2,2,6,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,3,0,0,13,,0,2,4,6,1,1,1,1,2,0,3,0,0,0,0,4,0,0,0,1,0,1,1,2,1,0,0,0,1,100114,5,3,3,1,1.47,1.47,0.52,3,29
100110,1,4968c,2,21145,00000,6,,,,3,3,2,3,KY,21083,1,1,2,1,0,0,0,0,0,0,0,0,2,3,1,1,3,2,0,0,0,0,0,0,,1,9,1,1,1,3,4,2,3,2,2,2,0,0,2,2,2,1,9,0,1,9,0,57,3,5,0,,2,0,,0,,3,9,1,1,3,0,0,0,0,2,1,2,0,2,0,0,0,0,0,2,2,2,2,3,5,<5:(VOL) Other reason (SPECIFY)>:disabled,0,0,0,0,2,2,1,0,0,0,3,4,1,1,2,2,9,0,2,2,2,0,1,2,1,2,4,1,2,1,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,2,0,0,2,,0,1,2,10,0,1,1,1,2,0,2,0,0,0,1,0,0,0,0,1,0,2,2,2,2,0,0,0,1,100114,5,2,2,1,1.47,1.47,0.718,4,64
100112,1,4968c,3,08031,19740,8,,,,4,4,5,4,CO,08031,5,1,2,1,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0,0,0,0,0,0,,1,2,1,4,1,1,4,1,2,1,1,1,2,2,1,2,2,2,0,2,2,9,0,18,3,3,3,,0,0,,0,,2,2,2,2,1,2,0,2,2,2,1,2,0,1,0,0,2,2,2,2,1,2,2,3,5,<5:(VOL) Other reason (SPECIFY)>:Haven't found a job,0,0,0,0,2,1,1,0,0,0,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,0,0,2,6,2,0,2,1,1,2,9,0,9,9,9,0,0,0,9,99,0,0,99,,9,0,9,10,9,9,9,0,9,9,9,0,0,0,0,9,0,0,0,9,0,0,2,2,1,0,0,0,1,100115,6,6,1,1,1.47,1.47,0.319,0,29
100117,1,4968c,2,55027,00000,3,,,,2,2,2,2,WI,55027,2,1,2,1,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,11,0,0,0,0,More lazy.,1,2,4,4,4,4,1,2,2,1,1,1,1,2,1,2,1,1,2,0,1,2,2,25,3,5,0,,9,0,,2,,2,3,3,3,3,1,2,2,1,2,2,1,0,1,200,0,1,1,2,2,1,1,1,1,0,,1,1,2,1,0,0,3,1,3,1,2,9,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,3,2,6,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,3,0,0,12,,0,0,5,6,2,2,2,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,2,9,9,0,0,0,1,100114,5,4,3,1,1.47,1.47,0.828,2,29
100119,1,4968c,4,06007,17020,9,,,,4,4,2,4,CA,06007,2,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,20,0,0,0,0,same and different because of rebellion,2,4,1,4,1,3,1,1,4,1,1,2,1,1,1,1,1,1,2,0,1,1,0,20,5,3,5,,0,0,,0,,2,2,2,3,3,1,2,2,1,2,1,2,0,1,0,0,1,2,1,2,2,2,1,1,0,,3,3,1,0,0,0,1,1,1,4,1,4,1,1,1,1,1,1,2,2,2,1,1,1,2,2,0,0,2,6,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,3,0,0,11,<11:(VOL) Something else {SPECIFY}>:in the middle of protestant and roman catholic,1,2,2,8,1,2,1,1,1,0,1,0,0,0,0,4,0,0,0,1,0,1,2,2,2,0,0,0,1,100120,3,3,3,1,1.47,1.47,0.537,0,29
100122,1,4968c,4,16057,00000,8,,,,4,4,1,4,CA,06037,5,1,2,1,0,0,0,0,0,0,0,0,1,3,2,1,3,2,0,0,0,0,0,0,,1,2,4,4,4,2,4,2,2,1,1,2,2,2,2,2,2,1,1,0,1,1,0,25,6,5,0,,1,5,,0,,1,1,1,1,1,1,3,2,2,1,1,1,0,1,20,0,2,1,2,1,1,1,1,2,0,,2,2,2,1,0,0,1,1,1,4,9,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,3,0,0,2,,0,2,4,2,2,2,2,0,2,0,4,0,0,0,0,2,0,0,0,2,0,0,1,9,9,0,0,0,1,100114,5,4,3,1,1.47,1.47,0.679,0,29
100123,1,4968c,4,06059,31100,9,,,,4,4,5,4,CA,06059,5,1,2,1,0,0,0,0,0,0,0,0,2,3,2,2,2,1,1,2,38,0,0,0,not alot of violence and more work,1,2,3,2,2,2,4,2,2,2,2,2,0,0,2,2,2,2,0,1,4,2,2,40,4,5,0,,2,0,,0,,1,3,3,1,1,0,0,0,0,1,1,2,0,1,1,0,0,0,0,2,2,1,1,2,0,,2,3,2,2,0,0,2,1,1,3,1,9,2,3,1,1,2,0,2,1,2,2,2,1,2,2,0,0,2,3,1,0,2,2,1,2,1,0,1,1,1,0,0,0,3,4,2,0,2,,0,2,4,1,0,1,2,0,3,1,2,3,0,0,2,0,0,0,0,1,0,2,1,2,1,0,0,0,2,100124,1,2,2,1,1.47,1.47,1.764,0,45
100124,1,4968c,4,41051,38900,9,,,,4,4,4,4,OR,41005,2,1,2,1,0,0,0,0,0,0,0,0,2,1,2,1,2,1,1,4,0,0,0,0,respect,1,3,3,1,1,2,3,2,2,2,1,2,2,2,2,2,1,1,1,0,1,9,0,50,5,5,0,,2,0,,0,,3,1,3,3,9,2,0,2,2,3,4,1,0,1,40,0,2,2,2,1,1,2,1,1,0,,1,1,2,1,0,0,1,2,4,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,0,0,2,2,0,0,2,1,1,2,2,0,2,1,1,0,0,0,1,6,2,0,13,,0,2,5,4,0,2,2,0,2,0,3,0,0,0,1,0,0,0,0,2,0,0,2,2,2,0,0,0,1,100114,5,4,4,1,1.47,1.47,1.239,0,64
100125,1,4968c,4,53011,38900,9,,,,4,4,3,4,WA,53011,3,1,2,1,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,28,29,0,0,0,Characteristics of growing up in the 80's and not growing up without technology,2,2,1,3,2,3,4,2,2,1,1,1,1,1,2,2,1,1,1,0,1,2,2,38,6,5,0,,2,0,,0,,2,3,3,2,3,2,0,2,1,2,1,1,0,1,0,0,2,1,2,2,1,2,1,1,0,,3,1,1,0,0,0,2,2,3,1,2,9,1,1,1,2,1,2,1,1,1,2,1,2,2,2,0,0,2,1,1,1,1,1,1,1,2,2,0,1,1,0,0,0,1,4,2,0,12,,0,0,3,10,2,1,1,1,3,2,3,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,0,0,1,100114,5,2,2,1,1.47,1.47,1.213,0,45
100126,1,4968c,4,06037,31100,9,,,,4,4,5,4,CA,06037,5,1,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,0,,2,4,3,2,2,3,4,2,4,1,1,2,1,2,2,2,2,1,2,0,3,1,0,53,6,5,0,,2,0,,0,,2,3,2,2,1,2,0,2,2,2,1,2,0,2,0,0,2,1,2,2,2,1,2,1,0,,2,1,2,2,0,0,2,1,2,2,2,3,2,2,9,1,2,2,1,1,2,0,1,1,2,2,0,0,2,6,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,1,0,0,1,<11:(VOL) Something else {SPECIFY}>:christian science,1,2,2,6,0,2,1,1,1,0,3,0,0,0,2,0,0,0,0,1,2,0,1,2,1,0,0,0,1,100114,5,2,1,1,1.47,1.47,1.356,0,64
100129,1,4968c,4,41051,38900,9,,,,4,4,4,4,OR,41051,4,1,2,1,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,44,0,0,0,0,MORE EBONICS IN MY GENERATION THAN OTHERS.,1,2,3,3,1,3,4,3,3,1,1,2,2,2,2,2,2,1,2,0,2,2,1,24,3,3,3,,0,0,,0,,2,3,3,1,3,1,1,2,1,1,1,1,0,1,200,0,1,1,1,2,2,1,1,3,4,,0,0,0,0,2,1,1,0,0,0,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,3,2,2,6,1,0,1,3,5,1,2,2,0,1,1,0,0,0,1,10,5,0,13,,0,2,3,3,2,2,1,1,2,0,3,0,0,0,0,2,0,0,0,2,0,0,1,2,1,0,0,0,1,100115,6,4,5,1,1.47,1.47,1.128,3,29
100134,1,4968c,4,06111,37100,9,,,,4,4,3,4,CA,06111,3,1,2,1,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,7,13,0,0,0,SPEAK WHAT HAPPENS/GETTING A BETTER EDUCATION,1,2,1,4,2,2,2,2,2,1,1,1,2,2,2,2,1,8,0,1,3,1,0,23,5,3,5,,0,0,,0,,9,3,2,2,1,1,2,1,1,1,1,1,0,1,6,0,2,1,2,2,2,1,1,3,1,,0,0,0,0,2,1,1,0,0,0,2,4,2,3,1,1,2,1,2,1,2,2,2,2,2,2,0,0,2,6,1,0,2,1,1,1,2,2,0,3,3,0,0,0,4,4,0,0,12,,0,0,6,10,1,1,2,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,2,2,1,0,0,0,1,100117,1,4,4,1,1.47,1.47,0.288,0,29
100135,1,4968c,4,06037,31100,9,,,,4,4,5,4,CA,06037,5,1,2,1,0,0,0,0,0,0,0,0,1,1,2,2,2,9,0,0,0,0,0,0,,1,4,9,2,2,2,4,2,2,2,2,2,0,0,2,9,2,1,2,0,4,2,1,69,3,0,0,,0,0,,0,,3,3,3,3,3,0,0,0,0,2,1,2,0,2,0,0,0,0,0,2,1,2,9,2,0,,2,3,2,2,0,0,1,1,3,1,9,3,2,2,1,1,1,0,2,1,1,0,1,2,2,2,0,0,2,3,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,1,0,0,3,,0,2,2,3,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,3,0,1,2,1,0,0,0,1,100114,5,2,1,1,1.47,1.47,1.277,0,97
100137,1,4968c,4,32003,29820,8,,,,4,4,2,4,NV,32003,2,1,2,1,0,0,0,0,0,0,0,0,1,3,2,2,3,1,1,28,34,0,0,0,Well we're the generation that stuck in the middle and the ones dealing with the baby boomers and the ones dealing with the 60's and also the first generation working for a company all of your life.,2,4,2,2,1,3,4,2,3,1,1,1,1,1,1,2,2,1,2,0,1,2,9,43,7,5,0,,1,5,,0,,2,2,2,2,3,2,0,2,2,2,1,2,0,2,0,0,2,1,2,2,2,1,1,1,0,,2,2,2,1,0,0,1,2,4,2,1,4,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,0,2,1,1,1,1,1,1,1,2,2,0,1,1,0,0,0,1,4,2,0,1,,0,1,2,7,0,1,1,1,3,1,2,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,0,0,1,100114,5,2,2,1,1.47,1.47,1.389,0,45
100139,1,4968c,4,06023,00000,9,,,,4,4,1,4,CA,06023,1,1,2,1,0,0,0,0,0,0,0,0,1,3,2,1,2,1,1,33,44,0,0,0,"really good opportunites from when we got out of college, easier to fund college back then as well",1,3,1,3,1,3,4,2,3,1,1,1,1,1,1,2,1,1,1,0,2,1,0,48,7,5,0,,1,5,,0,,2,1,3,1,1,1,3,1,2,1,1,2,0,1,25,0,1,1,1,2,2,2,1,1,0,,2,1,2,1,0,0,1,1,1,3,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,3,1,1,1,2,2,0,2,1,1,0,0,0,1,5,2,0,9,,0,0,4,6,0,1,2,0,2,0,4,0,0,0,2,0,0,0,0,2,0,0,2,2,1,0,0,0,1,100114,5,4,3,1,1.47,1.47,0.702,2,64
100142,1,4968c,4,06073,41740,9,,,,4,4,3,4,CA,06073,3,1,2,1,0,0,0,0,0,0,0,0,2,3,2,2,2,2,0,0,0,0,0,0,,1,2,2,4,2,2,4,2,1,1,1,1,1,2,2,2,1,1,1,0,1,1,0,23,5,3,5,,0,0,,0,,2,1,1,2,1,1,3,1,1,2,1,1,0,1,100,0,2,2,1,1,1,2,1,2,0,,2,1,2,1,0,0,1,1,1,4,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,0,0,2,4,2,0,2,1,1,2,1,0,1,4,4,0,0,0,3,3,0,0,12,,0,0,4,3,2,1,1,1,2,0,9,3,0,0,0,2,0,0,0,2,0,0,1,2,1,0,0,0,1,100114,5,4,3,1,1.47,1.47,0.489,0,29
100146,1,4968c,4,06037,31100,9,,,,4,4,5,4,CA,06037,5,1,2,1,0,0,0,0,0,0,0,0,1,2,1,1,1,1,9,0,0,0,0,0,,1,4,4,4,2,2,4,2,3,1,1,1,1,1,1,2,2,1,1,0,1,2,2,32,6,5,0,,2,0,,0,,1,1,1,3,1,1,1,1,1,1,2,1,0,1,100,0,2,1,1,1,1,2,2,1,0,,2,1,1,0,0,0,4,2,3,4,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,0,0,2,6,1,0,2,1,1,2,2,0,2,1,1,0,0,0,1,1,0,0,12,,0,0,6,6,2,1,1,1,2,0,4,0,0,0,2,0,0,0,0,1,1,0,2,2,1,0,0,0,1,100114,5,3,1,1,1.47,1.47,1.8,0,45
100149,1,4968c,4,06067,40900,9,,,,4,4,4,4,CA,06067,4,1,2,1,0,0,0,0,0,0,0,0,2,1,2,1,2,2,0,0,0,0,0,0,,1,2,2,3,2,3,4,2,2,1,1,2,2,2,2,2,2,1,1,0,4,2,1,20,5,3,4,,0,0,,0,,1,1,3,1,1,1,2,1,1,1,2,2,0,1,200,0,1,1,1,2,1,1,2,3,4,,0,0,0,0,2,1,1,0,0,0,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,3,3,0,0,0,4,6,3,0,7,,0,0,5,2,1,2,1,1,2,0,4,0,0,0,0,4,0,0,0,1,0,2,2,2,1,0,0,0,1,100114,5,2,3,1,1.47,1.47,0.507,0,29
100152,1,4968c,4,06037,31100,9,,,,4,4,5,4,CA,06037,5,1,2,1,0,0,0,0,0,0,0,0,2,1,1,1,3,2,0,0,0,0,0,0,,9,2,1,2,1,3,4,2,3,1,1,2,2,2,2,2,2,2,0,4,5,9,0,23,6,2,5,,0,0,,0,,2,3,3,3,3,1,2,2,1,4,4,1,0,1,2,0,1,1,2,2,2,1,2,3,1,,0,0,0,0,1,0,1,0,0,0,9,2,2,3,1,1,2,2,2,1,1,2,1,1,2,2,0,0,2,2,0,0,2,2,2,2,2,0,2,3,3,0,0,0,4,3,0,0,7,,0,0,4,6,1,2,2,0,4,9,3,0,0,0,0,4,0,0,0,2,0,0,1,2,1,0,0,0,1,100118,2,4,3,1,1.47,1.47,0.297,0,29
100154,1,4968c,4,53071,00000,9,,,,4,4,1,4,OR,41059,1,1,2,1,0,0,0,0,0,0,0,0,2,1,2,1,1,2,0,0,0,0,0,0,,2,3,2,4,2,2,4,2,2,1,1,2,2,2,2,2,2,2,0,2,5,1,0,19,2,5,0,,1,4,,4,,3,3,3,3,3,1,1,1,1,2,1,1,0,1,999,3,1,1,2,1,1,2,2,3,3,,0,0,0,0,1,0,1,0,0,0,1,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,6,1,0,1,1,1,1,2,2,0,1,1,0,0,0,1,3,1,0,99,,1,9,5,10,1,1,9,0,1,0,2,0,0,0,0,2,0,0,0,2,0,0,1,2,1,0,0,0,1,100114,5,4,2,1,1.47,1.47,0.727,2,29
100155,1,4968c,4,06095,46700,9,,,,4,4,3,4,CA,06095,3,1,2,1,0,0,0,0,0,0,0,0,2,1,1,1,2,1,9,0,0,0,0,0,,2,2,2,2,1,3,4,2,2,1,1,2,2,2,2,2,2,1,1,0,3,1,0,29,6,5,0,,1,5,,0,,2,9,2,3,9,1,4,1,1,2,2,1,0,1,3,0,2,2,2,1,1,1,1,1,0,,1,1,2,1,0,0,2,1,2,1,2,3,2,3,1,1,2,1,1,1,1,1,1,1,1,2,7,2,1,6,1,0,1,9,9,1,9,9,0,9,9,0,0,0,9,99,0,0,99,,9,0,9,10,9,9,9,0,9,9,9,0,0,0,0,9,0,0,0,9,0,0,2,2,1,0,0,0,1,100115,5,6,1,1,1.47,1.47,0.452,7,29
100167,1,4968c,1,25027,49340,1,,,,1,1,3,1,MA,25027,3,1,2,1,0,0,0,0,0,0,0,0,1,3,2,2,1,1,1,5,0,0,0,0,More concerned with things in general and more compassion and friendly with people,2,2,1,1,1,4,4,1,1,2,2,2,0,0,2,2,9,1,2,0,1,2,2,80,5,0,0,,0,0,,0,,2,2,2,9,1,0,0,0,0,2,1,1,0,1,3,0,0,0,0,2,1,1,1,3,2,,0,0,0,0,2,2,1,0,0,0,9,3,9,1,1,2,2,0,1,2,9,2,2,2,2,2,0,0,2,1,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,3,0,0,13,,0,2,2,10,0,1,1,1,5,9,3,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,0,0,1,100115,6,2,3,1,1.47,1.47,0.833,0,97
100170,1,4968c,1,34007,37980,2,,,,1,1,5,3,KY,21111,4,1,2,1,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,38,0,0,0,0,not as many privliges growing up,9,2,2,2,1,3,4,2,2,1,1,2,2,2,1,2,2,1,9,0,2,1,0,77,7,0,0,,0,0,,0,,2,3,2,1,3,2,0,2,2,2,1,2,0,2,0,0,2,1,2,2,1,1,1,3,2,,0,0,0,0,1,0,1,0,0,0,1,2,1,1,1,2,2,2,2,2,1,0,2,2,2,2,0,0,2,3,2,0,2,2,3,1,2,2,0,1,1,0,0,0,1,1,0,0,1,,0,1,1,6,0,1,1,2,2,0,3,0,0,0,1,0,0,0,0,1,3,0,1,2,1,0,0,0,1,100115,6,2,1,1,1.47,1.47,0.727,0,97
100178,1,4968c,1,23019,12620,1,,,,1,1,1,1,ME,23015,1,1,2,1,0,0,0,0,0,0,0,0,2,1,2,1,2,1,9,0,0,0,0,0,,2,2,2,2,2,4,4,2,2,1,1,1,1,1,2,1,1,1,2,0,1,1,0,51,5,5,0,,2,0,,0,,2,2,3,9,3,1,4,2,2,1,2,1,0,1,0,0,2,2,2,2,1,1,1,1,0,,1,1,2,1,0,0,1,1,4,1,2,4,1,3,2,1,9,2,2,2,2,2,1,1,2,2,0,0,2,1,1,1,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,1,,0,1,6,7,0,1,1,1,3,1,2,0,0,0,1,0,0,0,0,1,0,2,2,2,1,0,0,0,1,100118,2,2,2,1,1.47,1.47,0.972,0,64
100179,1,4968c,1,24031,47900,5,,,,3,3,4,3,FL,12071,3,1,2,1,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,13,0,0,0,0,we speak our mind,1,1,1,3,1,4,4,3,1,1,1,2,2,2,1,2,1,1,1,0,2,1,0,45,5,3,4,,0,0,,0,,2,3,1,1,1,1,2,2,2,2,2,1,0,1,4,0,1,1,2,2,1,1,1,2,0,,2,3,2,1,0,0,1,1,3,4,1,4,2,1,1,2,1,2,2,1,2,2,1,1,1,2,12,2,2,1,1,1,2,1,1,1,2,2,0,4,4,0,0,0,4,1,0,0,1,,0,2,4,1,0,1,2,0,3,2,2,0,0,0,2,0,0,0,0,1,1,0,2,2,2,0,0,0,1,100115,6,3,1,1,1.47,1.47,0.937,12,45
100180,1,4968c,1,12086,33100,5,,,,3,3,4,3,FL,12086,4,1,2,1,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,21,0,0,0,0,the way they think,1,2,2,1,4,2,4,2,2,1,1,2,2,2,2,2,2,2,0,1,5,2,2,43,2,5,0,,1,4,,0,,3,1,2,1,1,1,5,2,2,1,2,1,0,2,0,0,2,2,1,2,1,1,2,1,0,,9,9,2,1,0,0,1,1,1,4,2,2,1,2,2,1,2,2,2,2,2,0,2,2,1,2,1,2,2,1,2,0,2,1,5,1,1,1,0,4,4,0,0,0,3,5,1,0,2,,0,2,5,4,0,1,2,0,2,0,4,3,0,0,3,0,0,0,0,2,0,0,2,2,2,0,0,0,1,100115,6,4,4,1,1.47,1.47,2.044,1,45
100186,1,4968c,1,25003,38340,1,,,,1,1,2,1,MA,25003,2,1,2,1,0,0,0,0,0,0,0,0,1,1,2,2,2,1,9,0,0,0,0,0,,2,3,2,4,1,2,4,3,2,1,2,1,2,2,1,1,1,2,0,3,5,2,1,21,4,2,5,,0,0,,0,,3,3,3,3,3,2,0,2,1,1,3,2,0,1,400,0,2,2,2,1,1,1,1,1,0,,2,2,2,1,0,0,1,1,1,2,2,9,2,1,1,1,1,2,2,1,2,2,2,1,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,3,0,0,2,,0,1,3,6,1,1,1,1,3,1,1,0,0,0,0,2,0,0,0,2,0,0,1,2,1,0,0,0,1,100120,4,4,3,1,1.47,1.47,0.329,0,29
